,user_name,user_location,user_description,user_verified,date,text,hashtags,source
142,Larry Vegeta,MyinnerHeavenwth susanoo,,False,2022-08-06 02:38:59+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
143,#ChildLivesMatter,,We've been lied to about everything.,False,2022-08-06 02:32:55+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
144,❣︎𝕾𝖊𝖗𝖊𝖎𝖆 𝕯𝖆 𝕮𝖔𝖘𝖙𝖆❣︎,,𝔖𝔢𝔡𝔲𝔠𝔱𝔦𝔳𝔢 𝔖𝔥𝔢-𝔇𝔢𝔳𝔦𝔩|𝔅𝔩𝔬𝔬𝔡𝔰𝔥𝔬𝔱 𝔙𝔢𝔡𝔯𝔬𝔬𝔪 𝔈𝔶𝔢𝔰|𝔇𝔞𝔫𝔤𝔢𝔯𝔬𝔲𝔰 𝔅𝔩𝔞𝔠𝔨 𝔏𝔦𝔭𝔰| ℑ 𝔄𝔪 𝔗𝔬 𝔇𝔦𝔢 𝔉𝔬𝔯| 𝔗𝔖𝔗 |,False,2022-08-06 02:14:11+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
145,Lord Sod,The Dreamtime,Question Everything,False,2022-08-06 02:05:53+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
146,Yochanan 5:43,,"In the United States, but, of the Nation of YaHUdaH.",False,2022-08-06 01:53:46+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
147,"African Clothes 22, Judith","Honolulu, HI","We sell authentic African Clothes & Fabrics. Host of Africa The Beautiful 2 Radio & TV Shows, https://t.co/MTVSnbRjah.❤️💐🎼🦋🌞🌊",False,2022-08-06 00:27:18+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
148,Ceci González 🦋,Bolivia,"Biosafety, Biotechnology, Bolivia, SciComm, iGEMBo. Consecrated Catholic & into Science. #Bolivia needs #Biosafety & more #Science",False,2022-08-06 00:26:02+00:00,"Just one more.
It's useless to reject interviews where they are trying to understand about #GMOs
Maybe some bitter heads will undesirable this.
#sciencecommunication 
#scicommmatters https://t.co/LFnMh2nvSt",['GMOs'],Twitter for Android
149,Michele Evans☮🌎,Houston,,False,2022-08-05 23:58:23+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPad
150,Droppin’ Landmines,,Keen observer 🍊🍊🍊,False,2022-08-05 23:40:33+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
151,Carrolk,,,False,2022-08-05 23:08:06+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPad
152,Miranda Langston (Author),,"Writer, Author, Engaged 💍 mommy to a fur baby (for now), gothic hippie ☮️✌️☮️ wine enthusiast 🍷 empath, and pasta lover. Wanna know more? Follow me ^.^",False,2022-08-05 22:56:31+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
153,CHiPPYMANN,,,False,2022-08-05 22:46:47+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
154,Julia Reyes,,,False,2022-08-05 22:21:19+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
155,Mary R Mcdermith,"Mountain View, CA",I am a 81 yr old democrat woman in CA. I am outspoken even somewhat rude. I lost my white gloves . I always vote blue but I do criticize them virulently.,False,2022-08-05 22:15:20+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPad
156,Star,,"“The only way to achieve the impossible is to believe it is possible☮️ #BlueCrew No Uterus, No Opinion💔 💙Resister🏳️‍🌈LGBTQ ally🚫DMs",False,2022-08-05 22:12:28+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
157,Maura Fionn,,,False,2022-08-05 22:08:15+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
158,Tracy T. ☮️🏳️‍🌈 🇺🇸 🤜🏻🤛🏾🐾🌻🇺🇦,Virginia,A mom. Proud wife! This is not the world I imagined my kids would inherit. #VoteBlue,False,2022-08-05 22:05:53+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
159,🪙🔰🔮,Pluto ,$Gold #BTC #ETH,False,2022-08-05 21:45:48+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
160,0cking,,,False,2022-08-05 21:05:38+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
161,On borrowed time,,"Longing for a world as described in John Lennon's song IMAGINE... an oldie but goodie, just like me.

Judge by actions. Not words, clothes or skin color.",False,2022-08-05 20:47:39+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
162,janozzbb,,Ghada,False,2022-08-05 20:28:07+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
163,"Not His Peace, Hispanic ‎لا💕",In ur head rent free,Full time drama queen♡. I might not eat meat but I sure love me summa deez nuts🥜 | 🇬🇧🇪🇸🇮🇨 Verbihore. If u take what I say serious that’s on u,False,2022-08-05 20:04:45+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
164,Donald Rusan,,MGM Grand Detroit Casino Engineer 62yrs.old Democrat liberal Progressive for the people by the people may true Democracy stand #BlueCrew,False,2022-08-05 19:17:40+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
165,Matthias Henneberger,Bayern,"liebe die Natur und Wandern bei Sonne am Himmel, 
für Alternativen zu GVO in der Landwirtschaft, 
aktiv in den Bereichen Umwelt und Soziales",False,2022-08-05 18:58:59+00:00,"RT @IFOAMorganic: We’re honoured to have received Amira Mohamed Ali, Karl Bär, Harald Ebner at our #BIOFACH booth! 
🗣We exchanged on the im…",['BIOFACH'],Twitter Web App
166,Matthias Henneberger,Bayern,"liebe die Natur und Wandern bei Sonne am Himmel, 
für Alternativen zu GVO in der Landwirtschaft, 
aktiv in den Bereichen Umwelt und Soziales",False,2022-08-05 18:36:01+00:00,"RT @GMWatch: The EU🇪🇺Commission wants to stop safety checking and labelling some #GMOs. We need safe, healthy and properly labelled food🍎🌽🥕…",['GMOs'],Twitter Web App
167,ritusangwan,"Dublin City, Ireland",,False,2022-08-05 18:13:11+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
168,Sara77Rob77 Sara,,"God, Family & Country",False,2022-08-05 18:05:08+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
169,wrathsquader🇺🇸,Cassopolis MI,"Just a straight male character creating, weapon collecting, farming, energy and power physics loving bored and curious 30 year old Michigander",False,2022-08-05 18:03:46+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
170,💜 Sally Michelle💜,"Michigan, USA","single mom, I'm 41 ♋
living with a pituitary adenoma
❤I'm just me❤",False,2022-08-05 17:41:09+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
171,b_songur,"İzmir, Türkiye",emekli,False,2022-08-05 17:33:56+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
172,J Fave,SouthCentral California Coastl,Iron to Krishna's(God's) Magnet..Eternal servitor of Shakti. Completely devoted non devotee.,False,2022-08-05 16:47:43+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
173,Why Do U Wanna Know,"Munich, Germany 🇩🇪",Wear your mask ❤️,False,2022-08-05 16:46:24+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
174,Harvey,"Moscow, Russia",Red Square,False,2022-08-05 16:40:57+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
175,Aiza_B9,East Region ,💥Rising Tide of Fascism in India🇮🇳is a Threat⚠️ to Global Peace🌏,False,2022-08-05 16:39:45+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
176,"Raven survives the apocalypse,#homeless warrior",,"#PutGodFirst 👑'Romans 13:4'👑
#Yeshua✌
#Heyoka #Truth
#protectthesacred #waterprotector modern #Primitive #OffGrid #Prepper #survivor #Kenpo #SOL🎩
#infosec",False,2022-08-05 16:30:41+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
177,Upendra Shekhawat,"Brisbane, Queensland","Studying Bananas... because they are special...
Retweets not endorsements",False,2022-08-05 16:13:58+00:00,RT @pebble_labs: Check out this @USDA_ARS article to learn about a plum variety that has been genetically altered with RNAi technology to p…,,Twitter for Android
178,john,,kind of blue,False,2022-08-05 16:07:43+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
179,Yoseph Dama Bey™️🌿🇲🇦🇺🇸🇯🇴🌳💎🗝🗿🌬🌊⛵☸,🏔Pyramid🛖Mounds⛰⚜904👑📿👁❤U,"Child of TMHs ELoheem Building 4 better days Always in ALL ways🍯Raw by Law & Still in Awe👑N8R🐝beeing 🕎Yahudium Moor✡🌴🏝 farmer🌱
business page @13OnThGrind",False,2022-08-05 15:55:33+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
180,Yong-Ju Mudang Art,,"Psychic artist, DM or mail: yong-ju.barthelemy@gmx.net for purchase,  consult| paypal @mudanghealingdance| don’t repost without my consent❌| all pics are mine",False,2022-08-05 15:40:24+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
181,Debarbara Fren 🍊🐸🤠🌵,Arizona 🌵,"💖America loving, 💯flag waving, 😎 freedom defending, 😤🤠constitution protecting American! 🗽Trump supporter! 💥Trump Won!🐸Frog Fren.💕",False,2022-08-05 15:34:55+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
182,MGSEAT,"Kampala, Uganda","agronomist | entrepreneur | consultant | agri preneur | game changer. for all your farming problems and questions , we are here on your back
0757031596",False,2022-08-05 15:06:40+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
183,Squeaky Clean,,,False,2022-08-05 14:34:14+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
184,No Heroes. No Saviors. You're it.,Roaming ,Bodily-autonomy purist. I like information. More is better. No matter where it comes from. If you have delicate sensibilities...keep it moving.,False,2022-08-05 14:22:06+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
185,Yogacharya Jagdish,"Hanumangarh,Bharat",#savesoil  #savefarmer  #savelife  #savewater  #savenature  #saveplanet  ... Let's minimum 100 tweets daily for save soil. Only & only for the save soil.,False,2022-08-05 14:00:53+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
186,Kräuter | Verbena,Usedom,★ Hofladen ★ Kräutergarten ★ Wildkräutermenüs ★ Impressum: https://t.co/hPUR94BQYD ★ Datenschutz: https://t.co/DXMBGfRO6t,False,2022-08-05 13:50:52+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Kräuter | Verbena [YATB] I
187,Candy,United States,no one on here needs my personal information 🤷‍♀️,False,2022-08-05 13:42:41+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
188,The Crippy Hippy,"Winchester, VA","macrame and mosaics, epic vegan cook, beginner Urban Farmer. Proud Feminist",False,2022-08-05 13:37:56+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
189,oldpartygirl,USA,"grandmother , tree hugger ,great life",False,2022-08-05 13:35:35+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
190,yojoa,Honduras,"Hondureño , Ingeniero y Mecanico, (Agrónomo wannabe🌱), motociclista,kawamero por ,🐝💐",False,2022-08-05 13:34:45+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPhone
191,All Animals Need Rights Ⓥ 🌱,Voice for the voiceless 🐽,"#Eatinganimals worldwide is responsible for heart disease, cancers, #pandemics, water pollution, deforestation, #animalabuse etc. Change our #mRNA mind!🥩🦠🌎😷",False,2022-08-05 13:34:41+00:00,@Marina35690107 @CTVNews Like #GMOS they feed to animals etc. #TryVegan https://t.co/NKTQlCy90d,"['GMOS', 'TryVegan']",Twitter for iPhone
192,Rob Louw,Cape Town,ExRugby player. Owner of Robbie Thatch. Surfer. Amateur botanist.ornithologist Cancer fighter and proud dad of 4 .living the adventure,True,2022-08-05 13:24:48+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for Android
193,Crystal Zamora,Somewhere in Texas. Anywhere,🦋Therapy is AWESOME🦋 Single🦋Happiness🌸Prayer🦋Forgiveness🦋Crazy Girl🌸Country Girl🌸ARTS🦋Texas 2 step🦋Poet🦋Yoga🦋Archery🦋Violin🦋Travel,False,2022-08-05 13:24:04+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter Web App
194,Kenny Kerr,"South Tampa, Florida","Proud Husband, Father, coffee & tea enthusiast, and a worldwide Financial Services, Payments Strategy Account Executive",False,2022-08-05 13:21:16+00:00,RT @OrganicLiveFood: Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own:…,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",Twitter for iPad
195,Organic Live Food,US,"We provide #nutritional facts abt #organic foods, #raw/live foods, #superfoods, #herbs, #healthy #diet, #GMOs & #pesticides https://t.co/EC1X1T02tP",False,2022-08-05 13:20:10+00:00,Only in US #Organic Farmers are treated like #terrorists. #Monsanto/#Bayer: No food shall be grown that we do not own: https://t.co/u9j49Y2ppd #GMOs #FDA #FDARaid #rawfood https://t.co/VHPM3iNzqV,"['Organic', 'terrorists', 'Monsanto', 'Bayer']",IFTTT
196,Rosanne S,,Defend the family.,False,2022-08-05 12:21:52+00:00,"RT @GMOFreeUSA: What's the verdict after a decade and half of Gates'  ""Alliance for a Green Revolution in Africa"" (AGRA)?

They have nothin…",,Twitter for iPhone
197,Jmd Red Berets North,"Marysville, WA",Just to the left of center like Bernie,False,2022-08-05 12:20:33+00:00,"RT @GMOFreeUSA: What's the verdict after a decade and half of Gates'  ""Alliance for a Green Revolution in Africa"" (AGRA)?

They have nothin…",,Twitter for Android
198,Nova Scotia Rejuvenation,"Bridgewater, Nova Scotia","A hub for Nova Scotians to stay tuned into the environmental initiatives, people and organizations who support the betterment of NS land, air, forests & water.",False,2022-08-05 12:04:49+00:00,RT @NovaMarkButler: The Canadian Environmental Protection Act #CEPA regulates everything from plastics to road salt to genetically engineer…,['CEPA'],Twitter for iPhone
199,"Kelly Dobos, Cosmetic Chemist","Cincinnati, OH","Explaining the science behind products you use everyday! All tweets are my own. Chemist, MS Pharmaceutical Science, over 20 yrs in industry. 2019 SCC President.",False,2022-08-05 11:58:45+00:00,Great ed initiative @US_FDA on #GMOs. Bioengineered - contains detectable genetic material that has been modified through certain lab techniques and cannot be created through conventional breeding or found in nature. Thoughts on cosmetic ingreds...  https://t.co/sKMRNpbtpp https://t.co/cEZYQxuHhx,['GMOs'],Buffer
200,Gary Thompson,University of Arkansas,"Executive Director, Southern Association of Agricultural Experiment Station Directors (SAAESD)",False,2022-08-05 10:55:28+00:00,"RT @ScienceAlly: As African governments ponder the fate of #GMOs, prominent leaders across the continent have openly expressed support for…",['GMOs'],Twitter for iPhone
201,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-05 07:53:21+00:00,"#Pope Francis Speaks Out on Environmental, Other Damages Caused by #GMOs: https://t.co/DvaRLXgW1v","['Pope', 'GMOs']",The Social Jukebox
202,Future Prepared,,"Prepper Gardener & Homesteader -- Growing food, skills for self reliance -- Preparing for anything, because those canned peaches are only gonna get you so far.",False,2022-08-05 07:35:35+00:00,The talk of the town: #GMOs,['GMOs'],Moichendizing
203,EyesWideOpen,South Africa,Truth seeker. Together WE Heal the world ❤️‍🩹 one tear at a time,False,2022-08-05 06:14:36+00:00,"RT @GMOFreeUSA: What's the verdict after a decade and half of Gates'  ""Alliance for a Green Revolution in Africa"" (AGRA)?

They have nothin…",,Twitter for iPhone
204,Dr. Rebecca L. White 🇺🇦👩🏼‍🔬,"Los Alamos, NM","Microbiologist, algae enthusiast, over-educated woman, book lover, farmer at heart, Texas Aggie, wife, mom, and fellow human.",False,2022-08-05 05:03:37+00:00,RT @pebble_labs: Check out this @USDA_ARS article to learn about a plum variety that has been genetically altered with RNAi technology to p…,,Twitter for iPhone
205,INYAKU Tomoya (Eng.),"Tokyo, Japan","PARC1986-,IBASE(Rio/Brazil,1991-1994),FIM(Geneva),JCA-NET,Greenpeace(2001-10),Alter Trade, OK Seed Project (2021-) @tomo_nada(Japanese),@tomo_prt(Portuguese)",False,2022-08-05 01:01:52+00:00,RT @GMWatch: Only a minority of countries support deregulation of new #GMOs. Leading the charge are the main #GMO producing countries: the…,"['GMOs', 'GMO']",TwitPanePlus
206,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-04 23:08:19+00:00,"How Monsanto Mobilized Academics to Pen Articles Supporting #GMOs: 

https://t.co/bbGTRL2GDW",['GMOs'],The Social Jukebox
207,🎯jcs🎯,"Colorado, USA",CHILD OF THE MOST HIGH💥❤️🥰,False,2022-08-04 21:40:20+00:00,"RT @risetoflyy: The Resurgence of the Empire of the gods. (Otherwise known as the Annunaki, Fallen Angels, Shining Ones, Elohim and by many…",,Twitter for iPhone
208,PR Newswire,Global,"Top press releases from PR Newswire, including some paid tweets. If you are a blogger or journalist and need assistance, contact media.relations@prnewswire.com",False,2022-08-04 19:24:31+00:00,RT @PRNhealth: #FeedYourMind with new materials on #GMOs from FDA: https://t.co/2Zk4YtfX9Y https://t.co/NFfTtq1gGx,"['FeedYourMind', 'GMOs']",Twitter Web App
209,Karen Edie,USA,"Art, Nature, Magic, Wonder, Dreaming",False,2022-08-04 19:02:44+00:00,"RT @MortarPestleUSA: Scotland Bans #GMOs, Gives Middle Finger 2 #MonsantoCo's Scottish Born CEO Hugh Grant https://t.co/12wTD1ObZw","['GMOs', 'MonsantoCo']",Twitter for Android
210,(((RozMcDermott))) #BlackLivesMatter,USA,#resistance #bornwoke #ProChoice #IntersectionalFeminist #FusionPolitics #Inclusion #ISayGay #UniteBlue & #UniteGreen #organic #growFoodNotLawns #EndPoverty,False,2022-08-04 18:46:25+00:00,"RT @MortarPestleUSA: Scotland Bans #GMOs, Gives Middle Finger 2 #MonsantoCo's Scottish Born CEO Hugh Grant https://t.co/12wTD1ObZw","['GMOs', 'MonsantoCo']",Twitter Web App
211,PRNhealth,,Cision's Megan Petrello ^mp shares the latest #health news. Paid tweets may appear.,False,2022-08-04 18:22:27+00:00,#FeedYourMind with new materials on #GMOs from FDA: https://t.co/2Zk4YtfX9Y https://t.co/NFfTtq1gGx,"['FeedYourMind', 'GMOs']",PRNewswire
212,Mortar & Pestle,"Oregon, USA","Farm to mortar & pestle, our passion is handcrafting nourishment for the soul. Perfume & Apothecary Studio. https://t.co/U3pU2tC7OW https://t.co/LYBlGCbg1n",False,2022-08-04 18:20:20+00:00,"Scotland Bans #GMOs, Gives Middle Finger 2 #MonsantoCo's Scottish Born CEO Hugh Grant https://t.co/12wTD1ObZw","['GMOs', 'MonsantoCo']",The Social Jukebox
213,Betty C. Jung,United States,"Betty C. Jung MPH RN MCHES® Adjunct lecturer, Public Health; PHENOM Director; Webmaster #PublicHealth #Health #Science #Technology #Culture #COVID19",False,2022-08-04 17:53:32+00:00,"#GMOs OMG, I did not realize how pervasive OMGs are in our food supply. Everything should be labeled so we know what we are putting in our bodies. Really. @US_FDA https://t.co/q4pEVX2QCl",['GMOs'],Twitter Web App
214,Alliance for Science,"Ithaca, NY",A global communications initiative working to improve understanding of science-based agricultural innovations and challenge misinformation. Based @BTIScience.,False,2022-08-04 17:14:01+00:00,"As African governments ponder the fate of #GMOs, prominent leaders across the continent have openly expressed support for the technology. https://t.co/PnvK5fY2Tt",['GMOs'],Sprout Social
215,FDA FOOD (Ctr for Food Safety & Applied Nutrition),"College Park, MD","The latest on food safety, outbreaks, recalls, nutrition, additives & supplements from U.S. FDA. Retweets ≠ endorsement. Privacy Policy: https://t.co/KDg7YjylZO",True,2022-08-04 17:13:42+00:00,"Get facts about #GMOs. 
https://t.co/Q0wl2AYzyY #FeedYourMind https://t.co/C7y6G7IXpo","['GMOs', 'FeedYourMind']",Twitter Web App
216,FDA_ORA,,Get the latest information from FDA’s Office of Regulatory Affairs.,True,2022-08-04 17:13:13+00:00,RT @DrMayneFDAFood: I am pleased to announce our new @US_FDA’s “Feed Your Mind” educational materials that have science-based information a…,,TweetDeck Web App
217,FDA_ORA,,Get the latest information from FDA’s Office of Regulatory Affairs.,True,2022-08-04 17:13:06+00:00,"RT @FDAfood: See what #GMOs make the journey from farm to table. And learn more about how they are a big part of our food supply. 
https://…",['GMOs'],TweetDeck Web App
218,Pebble Labs Inc.,"Los Alamos, NM",Pebble Labs is creating safe and effective biological solutions to sustainably protect yields and quality in food production.,False,2022-08-04 16:54:11+00:00,"Check out this @USDA_ARS article to learn about a plum variety that has been genetically altered with RNAi technology to protect it from an important pathogen.

https://t.co/5QinDLHXfw

#GeneticEngineering #GMO #Crops #GMOs https://t.co/e9qbt5OtsL",,Twitter Web App
